Twitter for iPhone,Please tell Prime Minister Trudeau and President Macron that they are charging the U.S. massive tariffs and create non-monetary barriers. The EU trade surplus with the U.S. is $151 Billion and Canada keeps our farmers and others out. Look forward to seeing them tomorrow.,06-07-2018 22:04:04,6633,23079,false,1004846478253273088
Twitter for iPhone,Great day of meetings with Prime Minister @AbeShinzo of Japan! https://t.co/uKcdA8RxoN,06-07-2018 20:02:08,4260,18944,false,1004815794365255680
Media Studio,PM Abe and I are also working to improve the trading relationship between the U.S. and Japan something we have to do. The U.S. seeks a bilateral deal with Japan that is based on the principle of fairness and reciprocity. We’re working hard to reduce our trade imbalance... https://t.co/pnqEHoplk0,06-07-2018 19:55:47,4853,20864,false,1004814196247318528
Media Studio,Today I am greatly honored to welcome my good friend PM Abe of Japan to the @WhiteHouse. Over the past 16 months the Prime Minister and I have worked closely together to address common challenges of which there are many... https://t.co/sNlmdd6fgm,06-07-2018 19:51:41,4895,22009,false,1004813164066766848
Twitter for iPhone,It’s my great honor to welcome Prime Minister @AbeShinzo back to the @WhiteHouse!???????? https://t.co/6yCxud2jAN,06-07-2018 17:20:41,6637,30483,false,1004775164834349061
Twitter for iPhone,“$3 billion payoff: 101 utilities cut rates credit GOP tax cuts” https://t.co/x1a1OJuRgd,06-07-2018 15:50:50,7114,25486,false,1004752551034654720
Twitter for iPhone,“Total jobless claims running at lowest level in 44 years” https://t.co/La9irHMTXM,06-07-2018 15:49:40,7320,28140,false,1004752258955988992
Twitter for iPhone,“Total jobless claims running at lowest level in 44 years” https://t.co/La9irHMTXM?,06-07-2018 15:48:21,16,45,false,1004751928419651585
Twitter for iPhone,MAKING AMERICA GREAT AGAIN! https://t.co/KppRUU5OZ3,06-07-2018 15:42:17,21986,59865,false,1004750401709715457
Twitter for iPhone,The Obama Administration is now accused of trying to give Iran secret access to the financial system of the United States. This is totally illegal. Perhaps we could get the 13 Angry Democrats to divert some of their energy to this “matter” (as Comey would call it). Investigate!,06-07-2018 15:15:21,21910,68431,false,1004743621587894272
Twitter for iPhone,When will people start saying “thank you Mr. President for firing James Comey?”,06-07-2018 15:10:46,11507,59464,false,1004742470700322816
Twitter for iPhone,Our Justice Department must not let Awan &amp; Debbie Wasserman Schultz off the hook. The Democrat I.T. scandal is a key to much of the corruption we see today. They want to make a “plea deal” to hide what is on their Server. Where is Server? Really bad!,06-07-2018 14:07:16,23693,70406,false,1004726490058182656
Twitter for iPhone,Looking forward to seeing my friend Prime Minister @AbeShinzo of Japan at noon. Will be discussing North Korea and Trade.,06-07-2018 14:01:01,8155,36927,false,1004724915562598400
Twitter for iPhone,How could Jeff Flake who is setting record low polling numbers in Arizona and was therefore humiliatingly forced out of his own Senate seat without even a fight (and who doesn’t have a clue) think about running for office even a lower one again? Let’s face it he’s a Flake!,06-07-2018 13:49:41,13408,56587,false,1004722061808427008
Twitter for iPhone,When and where will all of the many conflicts of interest be listed by the 13 Angry Democrats (plus) working on the Witch Hunt Hoax. There has never been a group of people on a case so biased or conflicted. It is all a Democrat Excuse for LOSING the Election. Where is the server?,06-07-2018 13:07:56,14411,54858,false,1004711557291560960
Twitter for iPhone,Alan Dershowitz Harvard Law Professor: “It all proves that we never needed a Special Counsel....All of this could have been done by the Justice Dept. Don’t need a multi-million dollar group of people with a target on someone’s back. Not the way Justice should operate.” So true!,06-07-2018 13:05:24,13958,52555,false,1004710919853760512
Twitter for iPhone,Alan Dershowitz Harvard Law Professor: “It all proves that we never needed a Special Councel....All of this could have been done by the Justice Dept. Don’t need a multi-million dollar group of people with a target on someone’s back. Not the way Justice should operate.” So true!,06-07-2018 12:58:39,1368,4662,false,1004709222196699136
Twitter for iPhone,Good luck to Alice Johnson. Have a wonderful life!,06-07-2018 12:07:10,14544,72849,false,1004696266297827328
Twitter for iPhone,Isn’t it Ironic? Getting ready to go to the G-7 in Canada to fight for our country on Trade (we have the worst trade deals ever made) then off to Singapore to meet with North Korea &amp; the Nuclear Problem...But back home we still have the 13 Angry Democrats pushing the Witch Hunt!,06-07-2018 11:57:03,18024,70397,false,1004693718945984512
Twitter for iPhone,Thank you to everyone at @FEMA HQ for today’s briefing on preparations for the upcoming hurricane season. Disaster response and recovery is best achieved when it’s federally supported state managed and locally executed – this is the successful model we will continue to build. https://t.co/xpm7IRiZwn,06-06-2018 21:41:09,10433,47047,false,1004478326336040960
Twitter for iPhone,We must always protect those who protect us. Today it was my great honor to sign the #VAMissionAct and to make Veterans Choice the permanent law of the land! https://t.co/VV3GdDISbD https://t.co/4OsUDWIzwo,06-06-2018 20:09:03,14596,60379,false,1004455146867306496
Twitter for iPhone,Today we mark another milestone: the 74th anniversary of #DDay the Allied invasion of Normandy. On June 6 1944 more than 70000 brave young Americans charged out of landing craft jumped out of airplanes and stormed into hell... https://t.co/zV8pqoVG9h,06-06-2018 19:37:37,13828,58904,false,1004447235046862850
Twitter for iPhone,Congratulations to Dana Rohrabacher on his big California win. We are proud of you Dana!,06-06-2018 14:43:35,12540,67026,false,1004373239194320900
Twitter for iPhone,Many more Republican voters showed up yesterday than the Fake News thought possible. The political pundits just don’t get what is going on out there - or they do get it but refuse to report the facts! Remember Dems are High Tax High Crime easy to beat!,06-06-2018 14:04:29,19358,76007,false,1004363400674234368
Twitter for iPhone,...Four reporters spotted Melania in the White House last week walking merrily along to a meeting. They never reported the sighting because it would hurt the sick narrative that she was living in a different part of the world was really ill or whatever. Fake News is really bad!,06-06-2018 13:54:17,21264,91020,false,1004360833407815680
Twitter for iPhone,The Fake News Media has been so unfair and vicious to my wife and our great First Lady Melania. During her recovery from surgery they reported everything from near death to facelift to left the W.H. (and me) for N.Y. or Virginia to abuse. All Fake she is doing really well!,06-06-2018 13:48:20,25578,117018,false,1004359335399641089
Twitter for iPhone,Gold Star father Ceejay Metcalf whose great son Michael was just honored at the White House was fantastic this morning on @foxandfriends. He is a special man!,06-06-2018 13:37:22,9150,49519,false,1004356576671666179
Twitter for iPhone,Great night for Republicans! Congratulations to John Cox on a really big number in California. He can win. Even Fake News CNN said the Trump impact was really big much bigger than they ever thought possible. So much for the big Blue Wave it may be a big Red Wave. Working hard!,06-06-2018 13:16:34,18873,80802,false,1004351340041199616
Twitter for iPhone,Mitch McConnell announced he will cancel the Senate’s August Recess. Great maybe the Democrats will finally get something done other than their acceptance of High Crime and High Taxes. We need Border Security!,06-06-2018 04:02:00,19411,84504,false,1004211778837012481
Twitter for iPhone,....The greatest Witch Hunt in political history!,06-06-2018 01:33:37,16407,75576,false,1004174436759691266
Twitter for iPhone,...This is a level of criminality beyond the pale. This is such a grave abuse of power and authority it’s like nothing else we’ve seen in our history. This makes the Nixon Watergate burglary look like keystone cop stuff,06-06-2018 01:27:03,21888,82692,false,1004172786359848960
Twitter for iPhone,Chris Farrell Judicial Watch. “They were running an operation to undermine a candidate for President of the U.S. These are all violations of law. This is intelligence tradecraft to steer an election. There’s nothing more grave when it comes to abuse of our intelligence system...,06-06-2018 01:23:44,20405,71814,false,1004171953404628998
Twitter for iPhone,Great interview by @LouDobbs with Chris Farrell of Judicial Watch concerning the governments counter-intelligence operation into the Trump Campaign. SPYGATE at the highest level. Who would believe?,06-06-2018 01:02:36,12866,50709,false,1004166633349361664
Twitter for iPhone,RT @parscale: Since the #FakeNews is full of distortions underreporting and lies we launched a platform tonight presenting a comprehensi…,06-06-2018 00:43:28,15096,0,true,1004161816501673985
Twitter for iPhone,RT @EricTrump: #MakeAmericaGreatAgain ???????????? https://t.co/37hQxUvemf,06-06-2018 00:40:39,8191,0,true,1004161109904035840
Twitter for iPhone,RT @robbystarbuck: Fox News has been #1 for 197 months straight. In the latest ratings disaster for CNN they lost another 25% of their view…,06-06-2018 00:40:24,13711,0,true,1004161046762926081
Twitter for iPhone,Wow Strzok-Page the incompetent &amp; corrupt FBI lovers have texts referring to a counter-intelligence operation into the Trump Campaign dating way back to December 2015. SPYGATE is in full force! Is the Mainstream Media interested yet? Big stuff!,06-06-2018 00:37:50,27670,84218,false,1004160401658073090
Twitter for iPhone,https://t.co/4OjDqTMEIx,06-05-2018 20:37:50,10027,41897,false,1004100003185426432
Twitter for iPhone,Imagine how much wasteful spending we’d save if we didn’t have Chuck and Nancy standing in our way! For years Democrats in Congress have depleted our military and busted our budgets on needless spending and to what end? No more.,06-05-2018 20:07:04,21654,86581,false,1004092260475162624
Twitter for iPhone,The HISTORIC Rescissions Package we’ve proposed would cut $15000000000 in Wasteful Spending! We are getting our government back on track.,06-05-2018 20:06:27,18328,78139,false,1004092104488947719
Twitter for iPhone,Terrific new book out by the wonderful Harris Faulkner “9 Rules of Engagement.” Harris shares lessons from a military family. Enjoy!,06-05-2018 13:55:59,10573,50802,false,1003998873004773376
Twitter for iPhone,Senator @RogerWicker of Mississippi has done everything necessary to Make America Great Again! Get out and vote for Roger he has my total support!,06-05-2018 13:49:56,9848,40605,false,1003997350791188482
Twitter for iPhone,Vote for Congressman Devin Nunes a true American Patriot the likes of which we rarely see in our modern day world....he truly loves our country and deserves everyone’s support!,06-05-2018 13:44:18,21202,78264,false,1003995933540044800
Twitter for iPhone,Get the vote out in California today for Rep. Kevin McCarthy and all of the great GOP candidates for Congress. Keep our country out of the hands of High Tax High Crime Nancy Pelosi.,06-05-2018 13:09:59,18184,69796,false,1003987298072002565
Twitter for iPhone,In High Tax High Crime California be sure to get out and vote for Republican John Cox for Governor. He will make a BIG difference!,06-05-2018 13:02:33,14243,58211,false,1003985427970314246
Twitter for iPhone,Separating families at the Border is the fault of bad legislation passed by the Democrats. Border Security laws should be changed but the Dems can’t get their act together! Started the Wall.,06-05-2018 11:58:52,18645,80018,false,1003969399148118016
Twitter for iPhone,....@NASCAR and Champion @MartinTruex_Jr were recently at the White House. It was a great day for a great sport!,06-05-2018 11:50:55,7545,41142,false,1003967400130285569
Twitter for iPhone,Meeting in Singapore with North Korea will hopefully be the start of something big...we will soon see!,06-05-2018 11:34:04,15564,77451,false,1003963157734453249
Twitter for iPhone,The Russian Witch Hunt Hoax continues all because Jeff Sessions didn’t tell me he was going to recuse himself...I would have quickly picked someone else. So much time and money wasted so many lives ruined...and Sessions knew better than most that there was No Collusion!,06-05-2018 11:31:47,16214,63628,false,1003962584352030720
Twitter for iPhone,We have had many Championship teams recently at the White House including the Chicago Cubs Houston Astros Pittsburgh Penguins New England Patriots Alabama and Clemson National Champions and many others. National Anthem &amp; more great music today at 3:00 P.M.,06-05-2018 11:21:58,10990,55068,false,1003960114989207552
Twitter for iPhone,We will proudly be playing the National Anthem and other wonderful music celebrating our Country today at 3 P.M. The White House with the United States Marine Band and the United States Army Chorus. Honoring America! NFL no escaping to Locker Rooms!,06-05-2018 11:08:34,17855,79493,false,1003956743133650944
Twitter for iPhone,The U.S. has an increased economic value of more than 7 Trillion Dollars since the Election. May be the best economy in the history of our country. Record Jobs numbers. Nice!,06-05-2018 10:51:07,16123,71524,false,1003952348962619392
Twitter for iPhone,What is taking so long with the Inspector General’s Report on Crooked Hillary and Slippery James Comey. Numerous delays. Hope Report is not being changed and made weaker! There are so many horrible things to tell the public has the right to know. Transparency!,06-05-2018 10:38:51,23415,82272,false,1003949263481696256
Twitter for iPhone,The Philadelphia Eagles Football Team was invited to the White House. Unfortunately only a small number of players decided to come and we canceled the event. Staying in the Locker Room for the playing of our National Anthem is as disrespectful to our country as kneeling. Sorry!,06-05-2018 02:55:56,25759,116423,false,1003832766511894528
Twitter for iPhone,Big Supreme Court ruling for Baker just out!,06-05-2018 01:10:39,12009,68426,false,1003806272360239104
Twitter for iPhone,In many ways this is the greatest economy in the HISTORY of America and the best time EVER to look for a job!,06-04-2018 20:42:19,17694,83902,false,1003738744061603843
Twitter for iPhone,The Fake News Media is desperate to distract from the economy and record setting economic numbers and so they keep talking about the phony Russian Witch Hunt.,06-04-2018 20:41:55,20281,88179,false,1003738642903420928
Twitter for iPhone,#500Days of American Greatness: https://t.co/qQEEPqmaax https://t.co/1VCeoTk1cI,06-04-2018 19:05:19,13204,51988,false,1003714332973322240
Twitter for iPhone,The appointment of the Special Counsel is totally UNCONSTITUTIONAL! Despite that we play the game because I unlike the Democrats have done nothing wrong!,06-04-2018 14:01:40,18735,78424,false,1003637916919320577
Twitter for iPhone,Farmers have not been doing well for 15 years. Mexico Canada China and others have treated them unfairly. By the time I finish trade talks that will change. Big trade barriers against U.S. farmers and other businesses will finally be broken. Massive trade deficits no longer!,06-04-2018 13:47:43,19570,80489,false,1003634405036961793
Twitter for iPhone,The appointment of the Special Councel is totally UNCONSTITUTIONAL! Despite that we play the game because I unlike the Democrats have done nothing wrong!,06-04-2018 13:07:17,5277,19339,false,1003624231408676864
Twitter for iPhone,The U.S. has made such bad trade deals over so many years that we can only WIN!,06-04-2018 12:43:38,12239,60675,false,1003618276293988352
Twitter for iPhone,China already charges a tax of 16% on soybeans. Canada has all sorts of trade barriers on our Agricultural products. Not acceptable!,06-04-2018 12:41:47,14436,63833,false,1003617811254710273
Twitter for iPhone,As has been stated by numerous legal scholars I have the absolute right to PARDON myself but why would I do that when I have done nothing wrong? In the meantime the never ending Witch Hunt led by 13 very Angry and Conflicted Democrats (&amp; others) continues into the mid-terms!,06-04-2018 12:35:25,21590,89639,false,1003616210922147841
Twitter for iPhone,“This is the best time EVER to look for a job.” James Freeman of WSJ.,06-04-2018 12:20:31,12262,59784,false,1003612459855466497
Twitter for iPhone,....We had Repeal &amp; Replace done (and the saving to our country of one trillion dollars) except for one person but it is getting done anyway. Individual Mandate is gone and great less expensive plans will be announced this month. Drug prices coming down &amp; Right to Try!,06-04-2018 12:18:07,15502,67996,false,1003611857272360960
Twitter for iPhone,This is my 500th. Day in Office and we have accomplished a lot - many believe more than any President in his first 500 days. Massive Tax &amp; Regulation Cuts Military &amp; Vets Lower Crime &amp; Illegal Immigration Stronger Borders Judgeships Best Economy &amp; Jobs EVER and much more...,06-04-2018 11:35:50,27914,128065,false,1003601217111707649
Twitter for iPhone,Mark Penn  “Why are there people from the Clinton Foundation on the Mueller Staff? Why is there an Independent Counsel? To go after people and their families for unrelated offenses...Constitution was set up to prevent this...Stormtrooper tactics almost.” A disgrace!,06-03-2018 17:34:02,31039,110829,false,1003328970069331968
Twitter for iPhone,Mark Penn  “Why are there people from the Clinton Foundation on the Mueller Staff? Why is there an Independent Councel? To go after people and their families for unrelated offenses...Constitution was set up to prevent this...Stormtrooper tactics almost.” A disgrace!,06-03-2018 17:25:00,1861,6285,false,1003326698228764672
Twitter for iPhone,....Paul Manafort came into the campaign very late and was with us for a short period of time (he represented Ronald Reagan Bob Dole &amp; many others over the years) but we should have been told that Comey and the boys were doing a number on him and he wouldn’t have been hired!,06-03-2018 13:34:19,20659,86016,false,1003268646070874113
Twitter for iPhone,As only one of two people left who could become President why wouldn’t the FBI or Department of “Justice” have told me that they were secretly investigating Paul Manafort (on charges that were 10 years old and had been previously dropped) during my campaign? Should have told me!,06-03-2018 13:25:18,22748,94468,false,1003266374473519105
Twitter for iPhone,Jesse Watters “The only thing Trump obstructed was Hillary getting to the White House.”  So true!,06-03-2018 12:59:42,29823,123305,false,1003259934417580033
Twitter for iPhone,When you’re almost 800 Billion Dollars a year down on Trade you can’t lose a Trade War! The U.S. has been ripped off by other countries for years on Trade time to get smart!,06-02-2018 21:23:15,30262,128699,false,1003024268756733952
Twitter for iPhone,RT @CLewandowski_: Looking forward to being on @foxandfriends tomorrow around 7:45 AM on @FoxNews. Hope you watch.,06-02-2018 21:09:20,4999,0,true,1003020764906512385
Twitter for iPhone,RT @foxandfriends: 223000 jobs added in May even the NYT runs out of words to describe how good the numbers are! https://t.co/K1GB8G0zsf,06-02-2018 21:04:34,11804,0,true,1003019564379197446
Twitter for iPhone,RT @JesseBWatters: The media had it's worst week ever! @charliekirk11 and @JoeConchaTV break it down on @WattersWorld https://t.co/uMEblnh6…,06-02-2018 21:02:23,6741,0,true,1003019018683539458
Twitter for iPhone,Why is it that the Wall Street Journal though well meaning never mentions the unfairness of the Tariffs routinely charged against the U.S. by other countries or the many Billions of Dollars that the Tariffs we are now charging are and will be pouring into U.S. coffers?,06-02-2018 20:57:30,19112,79444,false,1003017786355015680
Twitter for iPhone,The United States must at long last be treated fairly on Trade. If we charge a country ZERO to sell their goods and they charge us 25 50 or even 100 percent to sell ours it is UNFAIR and can no longer be tolerated. That is not Free or Fair Trade it is Stupid Trade!,06-02-2018 17:51:38,31366,126909,false,1002971013313908738
Twitter for iPhone,There was No Collusion with Russia (except by the Democrats). When will this very expensive Witch Hunt Hoax ever end? So bad for our Country. Is the Special Counsel/Justice Department leaking my lawyers letters to the Fake News Media? Should be looking at Dems corruption instead?,06-02-2018 17:43:07,18912,75953,false,1002968869043097600
Twitter for iPhone,There was No Collusion with Russia (except by the Democrats). When will this very expensive Witch Hunt Hoax ever end? So bad for our Country. Is the Special Councel/Justice Department leaking my lawyers letters to the Fake News Media? Should be looking at Dems corruption instead?,06-02-2018 17:31:02,2041,7228,false,1002965829175169025
Twitter for iPhone,Real @FoxNews is doing great Fake News CNN is dead! https://t.co/1p37tPiB3v,06-02-2018 16:46:05,16612,69557,false,1002954515941941249
Twitter for iPhone,Very surprised that China would be doing this? https://t.co/D03kV07dF7,06-02-2018 16:35:14,7727,32953,false,1002951786301415424
Media Studio,https://t.co/8lI2lomGkh,06-02-2018 16:28:53,12199,42562,false,1002950189668360192
Twitter for iPhone,RT @KimKardashian: I would like to thank President Trump for his time this afternoon. It is our hope that the President will grant clemency…,06-02-2018 16:18:45,19566,0,true,1002947636436066304
Twitter for iPhone,Now this is a record that will never be broken! https://t.co/rtpLfvsBU5,06-02-2018 16:13:11,5909,34851,false,1002946237652504576
Twitter for iPhone,....“$17 million spent it’s a scam Investigation. Americans are being worked. We now know there was Russian collusion with Russians and the Democrats. The Mueller team is stacked with anti-Trumpers who actually represented Clinton people (&amp; gave $’s to Crooked H).” Dan Bongino,06-02-2018 12:40:48,19621,74374,false,1002892787803676673
Twitter for iPhone,“John Brennan no single figure in American history has done more to discredit the intelligence community than this liar. Not only is he a liar he’s a liar about being a liar.”  Dan Bongino on @foxandfriends,06-02-2018 12:06:47,23749,86726,false,1002884227753480193
Twitter for iPhone,“John Brennan no single figure in American history has done more to discredit the Intelligence community than this liar. He’s a liar about being a liar.”,06-02-2018 11:57:30,21,34,false,1002881893963051009
Twitter for iPhone,“We ran out of words to describe how good the jobs numbers are.”  Neil Irwin of the @nytimes.,06-02-2018 11:40:03,16402,74169,false,1002877499448152065
Twitter for iPhone,Today it was my great honor to be with the brave men and women of the United States Coast Guard! https://t.co/RAyPbOGXuZ,06-01-2018 21:40:50,15469,83364,false,1002666307043647489
Twitter for iPhone,RT @FoxNews: President @realDonaldTrump participates in the U.S. Coast Guard [@USCG] Change-of-Command Ceremony. https://t.co/ekWubVkf1h,06-01-2018 18:07:44,7563,0,true,1002612676634259456
Twitter for iPhone,Canada has treated our Agricultural business and Farmers very poorly for a very long period of time. Highly restrictive on Trade! They must open their markets and take down their trade barriers! They report a really high surplus on trade with us. Do Timber &amp; Lumber in U.S.?,06-01-2018 13:18:21,19354,81823,false,1002539852171304960
Twitter for iPhone,Looking forward to seeing the employment numbers at 8:30 this morning.,06-01-2018 11:21:48,11589,76155,false,1002510522032541701
Twitter for iPhone,Why aren’t they firing no talent Samantha Bee for the horrible language used on her low ratings show? A total double standard but that’s O.K. we are Winning and will be doing so for a long time to come!,06-01-2018 11:15:31,32385,141190,false,1002508937445478402
Twitter for iPhone,A.P. has just reported that the Russian Hoax Investigation has now cost our government over $17 million and going up fast. No Collusion except by the Democrats!,06-01-2018 11:05:16,26017,97533,false,1002506360351846400
Twitter for iPhone,FAIR TRADE!,05-31-2018 21:19:34,20115,97967,false,1002298565299965953
Twitter for iPhone,RT @SecPompeo: The proposed summit offers a historic opening for @POTUS and Chairman Kim to boldly lead U.S. and #DPRK into a new era of pe…,05-31-2018 21:15:36,11614,0,true,1002297565277237248
Twitter for iPhone,Will be giving a Full Pardon to Dinesh D’Souza today. He was treated very unfairly by our government!,05-31-2018 13:18:35,37158,153564,false,1002177521599860736
Twitter for iPhone,Very good meetings with North Korea.,05-31-2018 13:15:28,20520,109470,false,1002176736761655298
Twitter for iPhone,Not that it matters but I never fired James Comey because of Russia! The Corrupt Mainstream Media loves to keep pushing that narrative but they know it is not true!,05-31-2018 12:11:01,16631,74562,false,1002160516733853696
